week,Sub-Category,Region,units,sales,discount,profit,n_orders,unit_price,unit_cost,units_lag1,units_lag2,units_lag4,units_roll4_mean,units_roll4_std,week_of_year,month,quarter,reorder_point,inventory_level,order_quantity
2015-04-20,Accessories,Central,0.0,0.0,0.0,0.0,0.0,75.992,66.493,3.0,0.0,0.0,1.25,1.5,17,4,2,6.0,3.8,0.0
2015-04-27,Accessories,Central,0.0,0.0,0.0,0.0,0.0,75.992,66.493,0.0,3.0,2.0,1.25,1.5,18,4,2,6.0,3.8,0.0
2015-05-04,Accessories,Central,0.0,0.0,0.0,0.0,0.0,75.992,66.493,0.0,0.0,0.0,0.75,1.5,19,5,2,5.0,2.2,0.0
2015-05-11,Accessories,Central,4.0,104.976,0.2,14.8794,2.0,26.244,22.52415,0.0,0.0,3.0,0.75,1.5,20,5,2,5.0,2.2,0.0
2015-05-18,Accessories,Central,2.0,20.784,0.2,-3.6372,1.0,10.392,12.2106,4.0,0.0,0.0,1.0,2.0,21,5,2,6.7,3.0,0.0
2015-05-25,Accessories,Central,0.0,0.0,0.0,0.0,0.0,10.392,12.2106,2.0,4.0,0.0,1.5,1.9148542155126762,22,5,2,7.5,4.5,0.0
2015-06-01,Accessories,Central,0.0,0.0,0.0,0.0,0.0,10.392,12.2106,0.0,2.0,0.0,1.5,1.9148542155126762,23,6,2,7.5,4.5,0.0
2015-06-08,Accessories,Central,2.0,63.984,0.2,10.3974,1.0,31.992,26.793300000000002,0.0,0.0,4.0,1.5,1.9148542155126762,24,6,2,7.5,4.5,0.0
2015-06-15,Accessories,Central,0.0,0.0,0.0,0.0,0.0,31.992,26.793300000000002,2.0,0.0,2.0,1.0,1.1547005383792515,25,6,2,4.7,3.0,0.0
2015-06-22,Accessories,Central,0.0,0.0,0.0,0.0,0.0,31.992,26.793300000000002,0.0,2.0,0.0,0.5,0.9999999999999999,26,6,2,3.3,1.5,0.0
2015-06-29,Accessories,Central,0.0,0.0,0.0,0.0,0.0,31.992,26.793300000000002,0.0,0.0,0.0,0.5,0.9999999999999999,27,6,2,3.3,1.5,0.0
2015-07-06,Accessories,Central,4.0,23.84,0.2,3.278,1.0,5.96,5.1405,0.0,0.0,2.0,0.5,0.9999999999999999,28,7,3,3.3,1.5,0.0
2015-07-13,Accessories,Central,3.0,2.97,0.0,1.3068,1.0,0.9900000000000001,0.5544000000000001,4.0,0.0,0.0,1.0,2.0,29,7,3,6.7,3.0,0.0
2015-07-20,Accessories,Central,9.0,431.136,0.2,-26.946,1.0,47.904,50.898,3.0,4.0,0.0,1.75,2.0615528128088303,30,7,3,8.3,5.2,0.0
2015-07-27,Accessories,Central,2.0,21.2,0.0,9.116,1.0,10.6,6.042,9.0,3.0,0.0,4.0,3.7416573867739413,31,7,3,16.7,12.0,0.0
2015-08-03,Accessories,Central,0.0,0.0,0.0,0.0,0.0,10.6,6.042,2.0,9.0,4.0,4.5,3.1091263510296048,32,8,3,16.3,13.5,0.0
2015-08-10,Accessories,Central,0.0,0.0,0.0,0.0,0.0,10.6,6.042,0.0,2.0,3.0,3.5,3.872983346207417,33,8,3,16.0,10.5,0.0
2015-08-17,Accessories,Central,0.0,0.0,0.0,0.0,0.0,10.6,6.042,0.0,0.0,9.0,2.75,4.272001872658765,34,8,3,15.5,8.2,0.0
2015-08-24,Accessories,Central,0.0,0.0,0.0,0.0,0.0,10.6,6.042,0.0,0.0,2.0,0.5,0.9999999999999996,35,8,3,3.3,1.5,0.0
2015-08-31,Accessories,Central,10.0,715.9200000000001,0.2,149.1834,2.0,73.992,58.1937,0.0,0.0,0.0,0.0,0.0,36,8,3,0.0,0.0,0.0
2015-09-07,Accessories,Central,9.0,104.088,0.1,7.988,2.0,11.576,10.85015,10.0,0.0,0.0,2.5,5.0,37,9,3,16.7,7.5,0.0
2015-09-14,Accessories,Central,0.0,0.0,0.0,0.0,0.0,11.576,10.85015,9.0,10.0,0.0,4.75,5.5,38,9,3,22.3,14.2,0.0
2015-09-21,Accessories,Central,11.0,153.824,0.2,38.456,1.0,13.984000000000002,10.488000000000001,0.0,9.0,0.0,4.75,5.5,39,9,3,22.3,14.2,0.0
2015-09-28,Accessories,Central,0.0,0.0,0.0,0.0,0.0,13.984000000000002,10.488000000000001,11.0,0.0,10.0,7.5,5.066228051190222,40,9,3,26.8,22.5,0.0
2015-10-05,Accessories,Central,0.0,0.0,0.0,0.0,0.0,13.984000000000002,10.488000000000001,0.0,11.0,9.0,5.0,5.830951894845301,41,10,4,23.6,15.0,0.0
2015-10-12,Accessories,Central,3.0,119.976,0.2,-17.9964,1.0,39.992,45.9908,0.0,0.0,0.0,2.75,5.5,42,10,4,18.3,8.2,0.0
2015-10-19,Accessories,Central,4.0,319.968,0.2,71.9928,1.0,79.992,61.99380000000001,3.0,0.0,11.0,3.5,5.196152422706632,43,10,4,19.1,10.5,0.0
2015-10-26,Accessories,Central,2.0,1.98,0.0,0.891,1.0,0.99,0.5445,4.0,3.0,0.0,1.75,2.0615528128088303,44,10,4,8.3,5.2,0.0
2015-11-02,Accessories,Central,3.0,89.97,0.0,18.8937,1.0,29.99,23.6921,2.0,4.0,0.0,2.25,1.707825127659933,45,11,4,8.5,6.8,0.0
2015-11-09,Accessories,Central,5.0,207.49599999999998,0.2,46.4687,2.0,45.248,35.370149999999995,3.0,2.0,3.0,3.0,0.816496580927726,46,11,4,7.9,9.0,0.0
2015-11-16,Accessories,Central,0.0,0.0,0.0,0.0,0.0,45.248,35.370149999999995,5.0,3.0,4.0,3.5,1.2909944487358056,47,11,4,10.0,10.5,0.0
2015-11-23,Accessories,Central,17.0,142.006,0.13333333333333333,45.261300000000006,3.0,8.328666666666667,6.1733666666666664,0.0,5.0,2.0,2.5,2.0816659994661326,48,11,4,9.9,7.5,0.0
2015-11-30,Accessories,Central,7.0,408.744,0.2,76.6395,1.0,58.392,47.44350000000001,17.0,0.0,3.0,6.25,7.455423082115014,49,11,4,29.9,18.8,0.0
2015-12-07,Accessories,Central,0.0,0.0,0.0,0.0,0.0,58.392,47.44350000000001,7.0,17.0,5.0,7.25,7.135591542869215,50,12,4,31.2,21.8,0.0
2015-12-14,Accessories,Central,12.0,420.424,0.20000000000000004,85.6219,3.0,34.91733333333334,27.706633333333333,0.0,7.0,0.0,6.0,8.04155872120988,51,12,4,30.8,18.0,0.0
2015-12-21,Accessories,Central,0.0,0.0,0.0,0.0,0.0,34.91733333333334,27.706633333333333,12.0,0.0,17.0,9.0,7.2571803523590805,52,12,4,34.9,27.0,0.0
2015-12-28,Accessories,Central,18.0,613.7139999999999,0.1,163.1354,4.0,35.102999999999994,25.498450000000002,0.0,12.0,7.0,4.75,5.852349955359813,53,12,4,23.2,14.2,0.0
2016-01-04,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.102999999999994,25.498450000000002,18.0,0.0,0.0,7.5,9.0,1,1,1,36.0,22.5,0.0
2016-01-11,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.102999999999994,25.498450000000002,0.0,18.0,12.0,7.5,9.0,2,1,1,36.0,22.5,0.0
2016-01-18,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.102999999999994,25.498450000000002,0.0,0.0,0.0,4.5,9.0,3,1,1,30.0,13.5,0.0
2016-01-25,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.102999999999994,25.498450000000002,0.0,0.0,18.0,4.5,9.0,4,1,1,30.0,13.5,0.0
2016-02-01,Accessories,Central,5.0,168.498,0.1,55.3902,2.0,29.627000000000002,20.0286,0.0,0.0,0.0,0.0,0.0,5,2,1,0.0,0.0,0.0
2016-02-08,Accessories,Central,8.0,500.752,0.2,96.491,2.0,45.196000000000005,36.07175,5.0,0.0,0.0,1.25,2.5,6,2,1,8.3,3.8,0.0
2016-02-15,Accessories,Central,5.0,139.95,0.0,26.5905,1.0,27.99,22.6719,8.0,5.0,0.0,3.25,3.947573094109004,7,2,1,15.7,9.8,0.0
2016-02-22,Accessories,Central,0.0,0.0,0.0,0.0,0.0,27.99,22.6719,5.0,8.0,0.0,4.5,3.3166247903554003,8,2,1,16.7,13.5,0.0
2016-02-29,Accessories,Central,0.0,0.0,0.0,0.0,0.0,27.99,22.6719,0.0,5.0,5.0,4.5,3.3166247903554003,9,2,1,16.7,13.5,0.0
2016-03-07,Accessories,Central,5.0,113.52,0.2,29.799,1.0,22.704,16.7442,0.0,0.0,8.0,3.25,3.947573094109004,10,3,1,15.7,9.8,0.0
2016-03-14,Accessories,Central,0.0,0.0,0.0,0.0,0.0,22.704,16.7442,5.0,0.0,5.0,2.5,2.886751345948129,11,3,1,11.7,7.5,0.0
2016-03-21,Accessories,Central,1.0,18.392,0.2,5.2877,1.0,18.392,13.104299999999999,0.0,5.0,0.0,1.25,2.5,12,3,1,8.3,3.8,0.0
2016-03-28,Accessories,Central,10.0,98.096,0.2,1.1726,1.0,11.575999999999999,11.320899999999998,1.0,0.0,0.0,1.5,2.380476142847616,13,3,1,8.6,4.5,0.0
2016-04-04,Accessories,Central,8.0,409.44,0.2,52.4544,2.0,38.367999999999995,33.2534,10.0,1.0,5.0,4.0,4.546060565661952,14,4,2,18.6,12.0,0.0
2016-04-11,Accessories,Central,3.0,43.56,0.2,-4.9005,1.0,14.520000000000001,16.1535,8.0,10.0,0.0,4.75,4.9916597106239795,15,4,2,21.1,14.2,0.0
2016-04-18,Accessories,Central,2.0,41.424,0.2,8.2848,1.0,20.712,16.5696,3.0,8.0,1.0,5.5,4.203173404306164,16,4,2,20.8,16.5,0.0
2016-04-25,Accessories,Central,0.0,0.0,0.0,0.0,0.0,20.712,16.5696,2.0,3.0,10.0,5.75,3.8622100754188224,17,4,2,20.5,17.2,0.0
2016-05-02,Accessories,Central,0.0,0.0,0.0,0.0,0.0,20.712,16.5696,0.0,2.0,8.0,3.25,3.4034296427770228,18,5,2,14.4,9.8,0.0
2016-05-09,Accessories,Central,0.0,0.0,0.0,0.0,0.0,20.712,16.5696,0.0,0.0,3.0,1.25,1.5000000000000002,19,5,2,6.0,3.8,0.0
2016-05-16,Accessories,Central,0.0,0.0,0.0,0.0,0.0,20.712,16.5696,0.0,0.0,2.0,0.5,1.0000000000000002,20,5,2,3.3,1.5,0.0
2016-05-23,Accessories,Central,2.0,207.984,0.2,36.3972,1.0,103.992,85.7934,0.0,0.0,0.0,0.0,0.0,21,5,2,0.0,0.0,0.0
2016-05-30,Accessories,Central,0.0,0.0,0.0,0.0,0.0,103.992,85.7934,2.0,0.0,0.0,0.5,1.0,22,5,2,3.3,1.5,0.0
2016-06-06,Accessories,Central,3.0,2.376,0.2,0.7425,1.0,0.7919999999999999,0.5444999999999999,0.0,2.0,0.0,0.5,1.0,23,6,2,3.3,1.5,0.0
2016-06-13,Accessories,Central,0.0,0.0,0.0,0.0,0.0,0.7919999999999999,0.5444999999999999,3.0,0.0,0.0,1.25,1.5,24,6,2,6.0,3.8,0.0
2016-06-20,Accessories,Central,2.0,41.9,0.0,8.799,1.0,20.95,16.5505,0.0,3.0,2.0,1.25,1.5,25,6,2,6.0,3.8,0.0
2016-06-27,Accessories,Central,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,2.0,0.0,0.0,1.25,1.5,26,6,2,6.0,3.8,0.0
2016-07-04,Accessories,Central,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,2.0,3.0,1.25,1.5,27,7,3,6.0,3.8,0.0
2016-07-11,Accessories,Central,0.0,0.0,0.0,0.0,0.0,20.95,16.5505,0.0,0.0,0.0,0.5,0.9999999999999999,28,7,3,3.3,1.5,0.0
2016-07-18,Accessories,Central,5.0,831.2,0.0,124.68,1.0,166.24,141.304,0.0,0.0,2.0,0.5,0.9999999999999999,29,7,3,3.3,1.5,0.0
2016-07-25,Accessories,Central,0.0,0.0,0.0,0.0,0.0,166.24,141.304,5.0,0.0,0.0,1.25,2.5,30,7,3,8.3,3.8,0.0
2016-08-01,Accessories,Central,0.0,0.0,0.0,0.0,0.0,166.24,141.304,0.0,5.0,0.0,1.25,2.5,31,8,3,8.3,3.8,0.0
2016-08-08,Accessories,Central,0.0,0.0,0.0,0.0,0.0,166.24,141.304,0.0,0.0,0.0,1.25,2.5,32,8,3,8.3,3.8,0.0
2016-08-15,Accessories,Central,0.0,0.0,0.0,0.0,0.0,166.24,141.304,0.0,0.0,5.0,1.25,2.5,33,8,3,8.3,3.8,0.0
2016-08-22,Accessories,Central,0.0,0.0,0.0,0.0,0.0,166.24,141.304,0.0,0.0,0.0,0.0,0.0,34,8,3,0.0,0.0,0.0
2016-08-29,Accessories,Central,10.0,248.89600000000002,0.1,18.1708,2.0,30.576,28.638199999999998,0.0,0.0,0.0,0.0,0.0,35,8,3,0.0,0.0,0.0
2016-09-05,Accessories,Central,0.0,0.0,0.0,0.0,0.0,30.576,28.638199999999998,10.0,0.0,0.0,2.5,5.0,36,9,3,16.7,7.5,0.0
2016-09-12,Accessories,Central,4.0,199.96,0.0,15.9968,1.0,49.99,45.9908,0.0,10.0,0.0,2.5,5.0,37,9,3,16.7,7.5,0.0
2016-09-19,Accessories,Central,3.0,151.2,0.2,32.13,1.0,50.4,39.69,4.0,0.0,0.0,3.5,4.725815626252608,38,9,3,18.0,10.5,0.0
2016-09-26,Accessories,Central,4.0,108.768,0.2,2.7192,1.0,27.192,26.5122,3.0,4.0,10.0,4.25,4.193248541803041,39,9,3,18.3,12.8,0.0
2016-10-03,Accessories,Central,5.0,619.95,0.0,111.591,1.0,123.99000000000001,101.6718,4.0,3.0,0.0,2.75,1.892969448600091,40,10,4,9.9,8.2,0.0
2016-10-10,Accessories,Central,8.0,603.8399999999999,0.2,110.8725,2.0,77.976,64.03004999999999,5.0,4.0,4.0,4.0,0.8164965809277259,41,10,4,9.9,12.0,0.0
2016-10-17,Accessories,Central,3.0,27.696,0.2,3.462,1.0,9.232000000000001,8.078000000000001,8.0,5.0,3.0,5.0,2.160246899469287,42,10,4,15.0,15.0,0.0
2016-10-24,Accessories,Central,0.0,0.0,0.0,0.0,0.0,9.232000000000001,8.078000000000001,3.0,8.0,4.0,5.0,2.160246899469287,43,10,4,15.0,15.0,0.0
2016-10-31,Accessories,Central,0.0,0.0,0.0,0.0,0.0,9.232000000000001,8.078000000000001,0.0,3.0,5.0,4.0,3.366501646120693,44,10,4,15.9,12.0,0.0
2016-11-07,Accessories,Central,0.0,0.0,0.0,0.0,0.0,9.232000000000001,8.078000000000001,0.0,0.0,8.0,2.75,3.774917217635375,45,11,4,14.3,8.2,0.0
2016-11-14,Accessories,Central,4.0,999.96,0.0,229.9908,1.0,249.99,192.4923,0.0,0.0,3.0,0.75,1.5,46,11,4,5.0,2.2,0.0
2016-11-21,Accessories,Central,7.0,420.708,0.1,163.9284,2.0,68.986,41.608000000000004,4.0,0.0,0.0,1.0,2.0,47,11,4,6.7,3.0,0.0
2016-11-28,Accessories,Central,3.0,21.48,0.2,-0.2685,1.0,7.16,7.2495,7.0,4.0,0.0,2.75,3.4034296427770228,48,11,4,13.4,8.2,0.0
2016-12-05,Accessories,Central,13.0,335.214,0.1,97.3269,2.0,47.961,36.174150000000004,3.0,7.0,0.0,3.5,2.886751345948129,49,12,4,13.7,10.5,0.0
2016-12-12,Accessories,Central,4.0,22.368,0.2,6.4308,1.0,5.592,3.9842999999999997,13.0,3.0,4.0,6.75,4.5,50,12,4,24.0,20.2,0.0
2016-12-19,Accessories,Central,16.0,1019.696,0.2,212.84859999999998,4.0,51.704,40.996525,4.0,13.0,7.0,6.75,4.5,51,12,4,24.0,20.2,0.0
2016-12-26,Accessories,Central,0.0,0.0,0.0,0.0,0.0,51.704,40.996525,16.0,4.0,3.0,9.0,6.4807406984078595,52,12,4,33.1,27.0,0.0
2017-01-02,Accessories,Central,5.0,195.68,0.2,-11.474,1.0,35.12,37.471000000000004,0.0,16.0,13.0,8.25,7.5,1,1,1,34.0,24.8,0.0
2017-01-09,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.12,37.471000000000004,5.0,0.0,4.0,6.25,6.849574196011505,2,1,1,28.5,18.8,0.0
2017-01-16,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.12,37.471000000000004,0.0,5.0,16.0,5.25,7.544313531837517,3,1,1,28.1,15.8,0.0
2017-01-23,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.12,37.471000000000004,0.0,0.0,0.0,1.25,2.499999999999999,4,1,1,8.3,3.8,0.0
2017-01-30,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.12,37.471000000000004,0.0,0.0,5.0,1.25,2.499999999999999,5,1,1,8.3,3.8,0.0
2017-02-06,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.12,37.471000000000004,0.0,0.0,0.0,0.0,0.0,6,2,1,0.0,0.0,0.0
2017-02-13,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.12,37.471000000000004,0.0,0.0,0.0,0.0,0.0,7,2,1,0.0,0.0,0.0
2017-02-20,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.12,37.471000000000004,0.0,0.0,0.0,0.0,0.0,8,2,1,0.0,0.0,0.0
2017-02-27,Accessories,Central,7.0,41.72,0.2,5.7365,1.0,5.96,5.1405,0.0,0.0,0.0,0.0,0.0,9,2,1,0.0,0.0,0.0
2017-03-06,Accessories,Central,7.0,73.94,0.1,28.159399999999998,2.0,14.291,8.50935,7.0,0.0,0.0,1.75,3.5,10,3,1,11.7,5.2,0.0
2017-03-13,Accessories,Central,0.0,0.0,0.0,0.0,0.0,14.291,8.50935,7.0,7.0,0.0,3.5,4.041451884327381,11,3,1,16.4,10.5,0.0
2017-03-20,Accessories,Central,5.0,1287.45,0.0,244.6155,1.0,257.49,208.56689999999998,0.0,7.0,0.0,3.5,4.041451884327381,12,3,1,16.4,10.5,0.0
2017-03-27,Accessories,Central,0.0,0.0,0.0,0.0,0.0,257.49,208.56689999999998,5.0,0.0,7.0,4.75,3.304037933599835,13,3,1,17.2,14.2,0.0
2017-04-03,Accessories,Central,9.0,431.928,0.2,64.7892,1.0,47.992,40.7932,0.0,5.0,7.0,3.0,3.559026084010437,14,4,2,14.3,9.0,0.0
2017-04-10,Accessories,Central,0.0,0.0,0.0,0.0,0.0,47.992,40.7932,9.0,0.0,0.0,3.5,4.358898943540674,15,4,2,17.2,10.5,0.0
2017-04-17,Accessories,Central,0.0,0.0,0.0,0.0,0.0,47.992,40.7932,0.0,9.0,5.0,3.5,4.358898943540674,16,4,2,17.2,10.5,0.0
2017-04-24,Accessories,Central,3.0,258.696,0.2,64.674,1.0,86.23200000000001,64.674,0.0,0.0,0.0,2.25,4.5,17,4,2,15.0,6.8,0.0
2017-05-01,Accessories,Central,2.0,26.176,0.2,-3.272,1.0,13.088,14.723999999999998,3.0,0.0,9.0,3.0,4.242640687119285,18,5,2,15.9,9.0,0.0
2017-05-08,Accessories,Central,0.0,0.0,0.0,0.0,0.0,13.088,14.723999999999998,2.0,3.0,0.0,1.25,1.5,19,5,2,6.0,3.8,0.0
2017-05-15,Accessories,Central,0.0,0.0,0.0,0.0,0.0,13.088,14.723999999999998,0.0,2.0,0.0,1.25,1.5,20,5,2,6.0,3.8,0.0
2017-05-22,Accessories,Central,1.0,63.992,0.2,-7.1991,1.0,63.992,71.19109999999999,0.0,0.0,3.0,1.25,1.5,21,5,2,6.0,3.8,0.0
2017-05-29,Accessories,Central,5.0,223.96,0.2,11.198,1.0,44.792,42.5524,1.0,0.0,2.0,0.75,0.957427107756338,22,5,2,3.7,2.2,0.0
2017-06-05,Accessories,Central,0.0,0.0,0.0,0.0,0.0,44.792,42.5524,5.0,1.0,0.0,1.5,2.3804761428476167,23,6,2,8.6,4.5,0.0
2017-06-12,Accessories,Central,0.0,0.0,0.0,0.0,0.0,44.792,42.5524,0.0,5.0,0.0,1.5,2.3804761428476167,24,6,2,8.6,4.5,0.0
2017-06-19,Accessories,Central,5.0,102.86800000000001,0.1,26.9432,2.0,15.446000000000002,11.871100000000002,0.0,0.0,1.0,1.5,2.3804761428476167,25,6,2,8.6,4.5,0.0
2017-06-26,Accessories,Central,9.0,63.736,0.2,2.9476999999999998,2.0,6.984,6.135199999999999,5.0,0.0,5.0,2.5,2.886751345948129,26,6,2,11.7,7.5,0.0
2017-07-03,Accessories,Central,0.0,0.0,0.0,0.0,0.0,6.984,6.135199999999999,9.0,5.0,0.0,3.5,4.358898943540674,27,7,3,17.2,10.5,0.0
2017-07-10,Accessories,Central,0.0,0.0,0.0,0.0,0.0,6.984,6.135199999999999,0.0,9.0,0.0,3.5,4.358898943540674,28,7,3,17.2,10.5,0.0
2017-07-17,Accessories,Central,4.0,125.52600000000001,0.1,39.593399999999995,2.0,57.571,38.87760000000001,0.0,0.0,5.0,3.5,4.358898943540674,29,7,3,17.2,10.5,0.0
2017-07-24,Accessories,Central,7.0,124.25,0.0,48.4575,1.0,17.75,10.827499999999999,4.0,0.0,9.0,3.25,4.272001872658765,30,7,3,16.5,9.8,0.0
2017-07-31,Accessories,Central,12.0,167.28,0.0,23.4192,1.0,13.94,11.9884,7.0,4.0,0.0,2.75,3.4034296427770228,31,7,3,13.4,8.2,0.0
2017-08-07,Accessories,Central,7.0,1399.944,0.2,52.4979,1.0,199.992,192.49229999999997,12.0,7.0,0.0,5.75,5.057996968497839,32,8,3,23.3,17.2,0.0
2017-08-14,Accessories,Central,0.0,0.0,0.0,0.0,0.0,199.992,192.49229999999997,7.0,12.0,4.0,7.5,3.3166247903554,33,8,3,22.7,22.5,0.0
2017-08-21,Accessories,Central,17.0,1356.304,0.08,189.62709999999998,5.0,70.4324,55.02504000000001,0.0,7.0,7.0,6.5,4.932882862316247,34,8,3,24.5,19.5,0.0
2017-08-28,Accessories,Central,8.0,255.536,0.2,23.1092,2.0,31.951999999999998,30.3609,17.0,0.0,12.0,9.0,7.2571803523590805,35,8,3,34.9,27.0,0.0
2017-09-04,Accessories,Central,7.0,337.534,0.1,67.90780000000001,2.0,42.391,35.49225,8.0,17.0,7.0,8.0,6.97614984548545,36,9,3,32.3,24.0,0.0
2017-09-11,Accessories,Central,0.0,0.0,0.0,0.0,0.0,42.391,35.49225,7.0,8.0,0.0,8.0,6.97614984548545,37,9,3,32.3,24.0,0.0
2017-09-18,Accessories,Central,0.0,0.0,0.0,0.0,0.0,42.391,35.49225,0.0,7.0,17.0,8.0,6.97614984548545,38,9,3,32.3,24.0,0.0
2017-09-25,Accessories,Central,8.0,579.462,0.1,195.8544,2.0,63.247,42.2701,0.0,0.0,8.0,3.75,4.349329450233296,39,9,3,17.6,11.2,0.0
2017-10-02,Accessories,Central,0.0,0.0,0.0,0.0,0.0,63.247,42.2701,8.0,0.0,7.0,3.75,4.349329450233296,40,10,4,17.6,11.2,0.0
2017-10-09,Accessories,Central,8.0,1841.726,0.1,568.4145,2.0,196.971,138.52974999999998,0.0,8.0,0.0,2.0,4.0,41,10,4,13.3,6.0,0.0
2017-10-16,Accessories,Central,6.0,106.08,0.2,-9.282,1.0,17.68,19.227,8.0,0.0,0.0,4.0,4.618802153517006,42,10,4,18.8,12.0,0.0
2017-10-23,Accessories,Central,0.0,0.0,0.0,0.0,0.0,17.68,19.227,6.0,8.0,8.0,5.5,3.785938897200183,43,10,4,19.8,16.5,0.0
2017-10-30,Accessories,Central,8.0,240.072,0.2,63.0189,2.0,28.548000000000002,21.05415,0.0,6.0,0.0,3.5,4.123105625617661,44,10,4,16.6,10.5,0.0
2017-11-06,Accessories,Central,11.0,375.91200000000003,0.2,50.1898,2.0,31.992000000000004,28.342750000000002,8.0,0.0,8.0,5.5,3.7859388972001824,45,11,4,19.8,16.5,0.0
2017-11-13,Accessories,Central,0.0,0.0,0.0,0.0,0.0,31.992000000000004,28.342750000000002,11.0,8.0,6.0,6.25,4.645786621588784,46,11,4,23.3,18.8,0.0
2017-11-20,Accessories,Central,18.0,658.176,0.16,54.0244,4.0,41.1792,40.27676,0.0,11.0,0.0,4.75,5.619905100029122,47,11,4,22.6,14.2,0.0
2017-11-27,Accessories,Central,13.0,155.766,0.13333333333333333,51.6726,3.0,15.532666666666666,10.625033333333333,18.0,0.0,8.0,9.25,7.455423082115014,48,11,4,35.9,27.8,0.0
2017-12-04,Accessories,Central,6.0,79.02,0.1,23.7636,2.0,17.375,11.2556,13.0,18.0,11.0,10.5,7.593857166596345,49,12,4,38.7,31.5,0.0
2017-12-11,Accessories,Central,7.0,229.48,0.1,18.7032,2.0,35.585,33.50585,6.0,13.0,0.0,9.25,7.88986691902975,50,12,4,36.9,27.8,0.0
2017-12-18,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.585,33.50585,7.0,6.0,18.0,11.0,5.597618541248888,51,12,4,35.1,33.0,0.0
2017-12-25,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.585,33.50585,0.0,7.0,13.0,6.5,5.32290647422377,52,12,4,25.4,19.5,0.0
2018-01-01,Accessories,Central,0.0,0.0,0.0,0.0,0.0,35.585,33.50585,0.0,0.0,6.0,3.25,3.7749172176353745,1,1,1,15.3,9.8,0.0
2018-01-08,Accessories,Central,8.0,171.92000000000002,0.0,72.85719999999999,1.0,21.490000000000002,12.382850000000001,0.0,0.0,7.0,1.75,3.5,2,1,1,11.7,5.2,0.0
2018-01-15,Accessories,Central,15.0,730.5260000000001,0.13333333333333333,139.287,2.0,51.93533333333334,41.54253333333333,8.0,0.0,0.0,2.0,4.0,3,1,1,13.3,6.0,0.0
2018-01-22,Accessories,Central,0.0,0.0,0.0,0.0,0.0,51.93533333333334,41.54253333333333,15.0,8.0,0.0,5.75,7.22841614740048,4,1,1,28.4,17.2,0.0
